koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_srad,koi_kepmag
FALSE POSITIVE,6.099032889,135.5223947,4.82208,5.54E+04,36.68,2884,6356,1.141,13.745
FALSE POSITIVE,0.652956712,131.52361,0.627,5.00E+01,0.76,12.7,5812,1.055,13.506
FALSE POSITIVE,13.69179001,133.7914664,5.64674,9.76E+04,49.2,8326.3,6295,1.554,13.275
FALSE POSITIVE,21.57050843,151.7931354,13.8604,1.34E+05,63.68,8616.1,6322,1.692,12.462
CANDIDATE,407.14656,509.257,23.26,8.23E+01,1.18,8.2,5845,1.198,13.31
CANDIDATE,487.83894,606.1226,32.77,4.53E+02,3.94,8.8,5421,1.877,13.728
FALSE POSITIVE,14.19984009,135.748091,5.98531,2.15E+05,85.76,1408.6,5864,1.414,13.135
CANDIDATE,6.853888,136.5231,2.561,6.54E+02,1.74,8.2,4199,0.684,16.538
FALSE POSITIVE,2.136834989,133.617975,4.34882,3.46E+05,66.59,644.7,5753,0.989,14.902
FALSE POSITIVE,2.51690133,133.49353,2.521,5.96E+01,0.97,10,5403,1.284,14.587
CANDIDATE,7.34672485,134.5155,2.136,1.43E+02,0.97,10.1,5271,0.821,14.773
FALSE POSITIVE,9.296746368,135.6856399,6.88069,2.14E+05,400.4,4407.8,6461,2.884,13.211
FALSE POSITIVE,18.0600782,138.611105,11.5759,5.90E+04,20.71,1797.6,5330,0.855,14.724
FALSE POSITIVE,18.74072534,135.2072208,5.19791,1.25E+05,35.61,2964.7,6122,0.996,15.861
FALSE POSITIVE,0.93371313,131.5534,2.971,6.60E+01,0.69,8.9,5436,0.869,15.788
FALSE POSITIVE,0.93373716,132.46828,5.015,1.45E+02,1.14,16,5390,0.852,15.926
FALSE POSITIVE,0.933735579,131.53509,3.892,3.51E+02,10.28,27.1,5016,5.344,13.505
FALSE POSITIVE,58.28819056,135.87642,21.6014,1.56E+05,42.57,2927.4,5463,1.044,14.231
FALSE POSITIVE,3.989144446,132.572437,20.7947,6.31E+05,60.26,2055.9,5538,0.719,14.404
FALSE POSITIVE,32.77897303,136.182037,19.1378,4.10E+05,69.08,2126.1,6122,0.964,14.52
FALSE POSITIVE,28.48710734,132.872485,3.77887,3.77E+04,116.84,658.2,6351,2.385,13.363
FALSE POSITIVE,8.61733907,139.0692516,4.05563,1.86E+05,51.79,1542.6,5387,0.87,15.257
FALSE POSITIVE,2.16146908,131.8342,3.643,8.48E+01,0.95,11.8,6047,1.013,15.535
FALSE POSITIVE,10.26782676,139.1769796,6.02685,2.47E+05,73.59,5758.7,6664,1.44,13.691
CANDIDATE,6.933574,134.558,2.43,2.77E+02,1.3,8,5510,0.793,15.804
FALSE POSITIVE,1.057335679,131.792007,1.5795,4.73E+04,14.59,476,4664,0.683,15.414
FALSE POSITIVE,1.149198426,131.817374,4.1603,3.77E+04,42.03,164.2,5858,0.867,14.554
FALSE POSITIVE,2.50012775,131.5829,28.2,4.99E+01,1.66,17.6,6923,1.664,11.27
CANDIDATE,0.673141323,131.68751,0.921,2.30E+02,1.29,10.5,5461,0.858,15.771
CANDIDATE,8.60965352,134.38829,2.218,6.32E+01,3.33,9.9,5418,4.233,12.765
FALSE POSITIVE,1.40469182,131.552084,6.26327,7.02E+05,217.25,2651.1,6230,1.863,13.821
FALSE POSITIVE,10.30698279,143.7331641,11.4277,3.42E+05,81.21,3691.9,5912,1.217,13.545
FALSE POSITIVE,1.109841858,132.1655985,8.11952,3.01E+05,177.78,2082.6,5788,3.211,14.52
CANDIDATE,13.8911152,137.3481,5.062,2.05E+02,1.12,10.3,5472,0.79,15.365
FALSE POSITIVE,7.234965722,134.582307,7.0245,1.65E+05,34.03,671.3,5653,0.798,16.981
FALSE POSITIVE,7.45301717,131.77618,3.685,5.52E+02,37.37,18.3,4475,16.755,14.158
FALSE POSITIVE,2.442941283,132.011468,4.1847,3.73E+04,48.18,229.7,5780,1,
FALSE POSITIVE,3.684337918,132.61121,2.1931,7.67E+01,12.52,31.4,9609,2.108,10.483
FALSE POSITIVE,11.2570616,140.81576,29.059,6.90E+05,162.84,655.2,6915,1.875,12.538
FALSE POSITIVE,21.85896329,151.2628164,6.32492,1.17E+05,114.63,2951.2,5923,2.06,13.916
FALSE POSITIVE,1.461270059,131.78154,16.467,3.35E+03,26.29,131,5226,0.674,15.722
FALSE POSITIVE,9.4022333,134.8876,2.79,3.16E+02,23.61,9.8,4597,13.874,10.59
CANDIDATE,6.76890076,133.07724,3.616,1.23E+02,1.24,10.8,5737,1.125,14.725
FALSE POSITIVE,9.543584955,137.7738831,3.72007,6.82E+04,77.97,3442.2,5537,1.785,12.256
CANDIDATE,1.96134311,132.30563,11.856,2.08E+02,41.53,59.5,6221,2.198,13.749
FALSE POSITIVE,18.61195725,133.8661994,4.24721,1.25E+05,65.5,2671.7,6492,1.17,13.528
FALSE POSITIVE,0.73240662,131.5735,4.33,3.29E+02,3.65,15.3,7392,1.772,11.396
FALSE POSITIVE,2.954598,134.3663,24.79,3.38E+02,89.95,18.1,6955,2.161,12.734
FALSE POSITIVE,0.562006231,132.0289,3.496,1.42E+01,0.58,12.8,6609,1.455,9.807
FALSE POSITIVE,3.21559054,133.5375,16.261,2.02E+02,18.8,87.1,6300,1.036,14.128
FALSE POSITIVE,1.547426532,132.8859128,16.1346,5.33E+02,3.62,210.1,6612,1.264,13.755
FALSE POSITIVE,12.8517221,132.8395131,5.71731,4.25E+04,47.26,1537.8,5838,0.967,15.205
FALSE POSITIVE,4.2055797,132.1233,19.4,1.01E+02,1.8,71.7,6190,1.259,13.394
CANDIDATE,486.77832,529.0865,15.29,3.71E+02,9.3,10.4,5039,4.95,13.892
CANDIDATE,28.2682167,135.5505,1.355,1.97E+02,1.22,6,5496,0.838,14.927
FALSE POSITIVE,0.957476003,131.91263,0.6624,4.51E+02,2.47,20.2,6312,1.122,13.483
FALSE POSITIVE,1.559360638,132.53955,5.4458,2.80E+05,94.2,419.9,7002,1.488,14.091
FALSE POSITIVE,0.57627248,132.0811,1.75,,,,,,13.865
CANDIDATE,1.6037058,131.9529,9.067,3.28E+01,1.54,22.4,6400,2.512,13.7
FALSE POSITIVE,2.313367981,133.1999763,2.42645,1.34E+04,33.55,733.6,5508,0.764,13.46
FALSE POSITIVE,76.01811375,139.943296,13.4849,8.07E+04,63.58,604.3,6703,1.892,13.755
FALSE POSITIVE,0.82883944,132.013443,1.83,,,,,,11.597
CANDIDATE,0.70965042,131.97695,1.318,2.23E+02,1.49,9.4,5618,1.002,15.444
FALSE POSITIVE,1.574063832,133.05514,5.6357,1.12E+03,28.63,145.3,5951,0.962,14.636
FALSE POSITIVE,2.51989935,133.7109,1.55,1.47E+02,1.04,7.7,5646,0.841,15.604
FALSE POSITIVE,3.867613816,135.3438766,5.36467,3.41E+05,69.23,1379.1,5780,1.046,15.244
FALSE POSITIVE,0.733726452,132.02005,2.309,1.15E+02,0.86,13.8,5855,0.797,15.77
FALSE POSITIVE,36.47311505,159.7666622,2.91005,1.62E+05,53.1,1899.1,5452,0.766,14.359
FALSE POSITIVE,4.238855579,135.201464,5.2235,6.80E+04,38.01,374.8,5655,0.804,14.858
CANDIDATE,3.62657392,133.57658,1.791,9.85E+01,0.79,10.7,5416,0.8,14.835
FALSE POSITIVE,1.17033848,132.4153,11.56,1.73E+01,0.98,13.4,8027,2.314,12.331
FALSE POSITIVE,7.841066931,136.5883392,5.47901,3.42E+05,56.33,3314.7,5973,0.829,15.144
CANDIDATE,0.902403563,131.827273,1.7129,4.76E+03,6.17,220.3,5776,0.755,14.596
CANDIDATE,8.7998722,136.37744,1.153,2.70E+02,1.09,7.4,4298,0.675,15.86
FALSE POSITIVE,4.292599454,131.7702811,4.73293,1.40E+05,64.04,1329.6,6467,1.174,15.573
CANDIDATE,6.87778029,133.04176,3.199,1.24E+02,1.19,10.1,6274,1.062,15.099
FALSE POSITIVE,2.113197701,132.3310213,3.46341,5.73E+04,50.13,1048.1,6215,1.463,13.774
FALSE POSITIVE,11.02822674,136.96732,8.275,2.78E+05,75.47,4680.2,6271,1.387,12.956
FALSE POSITIVE,70.37626987,151.228445,6.4205,1.16E+05,40.43,759.7,5458,0.755,15.108
CANDIDATE,12.9489256,142.445,2.162,3.31E+02,0.94,7.2,3867,0.525,15.663
FALSE POSITIVE,0.772803664,131.70354,1.368,2.90E+02,1.11,8.5,4535,0.668,15.856
FALSE POSITIVE,7.549299761,135.0113297,2.46338,4.46E+04,18.8,907.2,5085,0.634,14.608
FALSE POSITIVE,0.530972263,131.7212,3.653,4.86E+01,9.32,12.1,6185,0.991,15.016
FALSE POSITIVE,0.530967171,131.725385,3.8102,3.78E+05,92.29,671.9,5951,0.991,10.292
FALSE POSITIVE,1.606163631,131.6342249,4.92516,1.45E+05,130.46,1662,8027,2.314,12.691
FALSE POSITIVE,42.03209608,133.581119,11.6768,3.91E+05,79.17,2164.4,6618,1.117,12.694
FALSE POSITIVE,0.619303759,131.5539456,6.6038,7.45E+01,4.71,3.5,7138,1.684,13.154
FALSE POSITIVE,22.47049437,143.284831,7.39097,4.60E+04,19.12,2393.2,5315,0.697,12.723
CANDIDATE,130.235324,218.2719,5.678,7.50E+02,2.44,9.7,5616,0.903,15.991
FALSE POSITIVE,37.48222388,155.8400132,4.81451,2.90E+04,114.14,1262.3,6422,2.415,13.46
FALSE POSITIVE,3.71186243,132.6486,1.032,5.39E+01,0.95,7,6302,1.258,13.787
FALSE POSITIVE,1.077358008,131.600551,3.6713,3.11E+05,70.64,537.4,6100,1.064,14.146
FALSE POSITIVE,3.55643514,133.5696,8.529,4.58E+01,0.75,13.4,5831,1.109,13.874
FALSE POSITIVE,0.5366497,131.71771,2.887,1.05E+02,0.92,10.6,5822,0.898,15.449
FALSE POSITIVE,1.12284501,131.671908,0.95,,,,,,11.872
FALSE POSITIVE,1.480324075,131.7556963,3.20209,4.00E+05,47.81,1095.9,5260,0.717,13.983
FALSE POSITIVE,12.08353781,139.6155998,7.90317,4.31E+04,50.33,3799.5,6770,2.214,12.344
CONFIRMED,10.692115,141.116,4.657,4.08E+02,2.71,9.4,6474,1.242,14.294
FALSE POSITIVE,0.934926138,132.1779461,3.1925,1.32E+05,58.67,1149.3,5962,1.078,14.681
CANDIDATE,17.1677675,142.9943,2.975,3.35E+02,0.97,7.4,3761,0.526,15.929
CANDIDATE,8.50207749,132.36121,3.057,1.17E+02,0.75,10.5,4889,0.715,14.755
FALSE POSITIVE,0.93374699,131.52406,6.168,1.72E+02,103.98,25.5,4909,5.272,13.327
FALSE POSITIVE,0.933759404,131.50294,3.491,1.15E+02,0.99,18.9,5766,0.866,15.619
FALSE POSITIVE,0.93373711,131.5293,3.151,1.29E+01,0.37,11.2,6300,1.025,12.72
FALSE POSITIVE,3.0082548,132.68976,2.38,,,,,,13.907
FALSE POSITIVE,45.43324862,159.870473,14.242,4.14E+05,77.25,1337,5731,1.08,14.774
FALSE POSITIVE,1.398890216,132.16558,4.9641,6.60E+04,57.48,204,6134,1.051,14.855
CANDIDATE,1.322475635,132.66777,5.307,9.97E+02,14.03,53.9,4668,0.548,14.335
FALSE POSITIVE,12.31440232,134.2520931,5.8903,3.94E+05,75.21,2540.6,6247,1.066,14.76
FALSE POSITIVE,0.691823991,131.57,5.965,1.66E+02,1.23,18,5226,0.962,15.247
FALSE POSITIVE,25.4318614,135.619194,5.23771,4.66E+04,43.42,785,5754,0.9,14.164
FALSE POSITIVE,3.98855869,135.129,1.467,2.14E+02,2.4,10.5,5791,1.646,13.035
FALSE POSITIVE,20.41305242,140.0167643,4.4621,9.27E+04,35.03,1620.8,5941,0.963,14.874
CANDIDATE,3.773744,131.8309,15.2,8.52E+01,2.44,5.7,7302,2.069,11.419
FALSE POSITIVE,0.527679032,131.81119,1.395,8.41E+01,0.79,14.8,5799,0.86,15.356
FALSE POSITIVE,0.527673075,131.8234533,1.3693,2.61E+01,0.42,2.3,5367,0.828,9.694
FALSE POSITIVE,2.44295727,132.00292,4.0656,1.53E+04,44.35,85.5,5780,1,16.389
FALSE POSITIVE,3.31587688,131.50648,3.152,1.86E+02,1.27,11.4,5385,0.875,15.539
FALSE POSITIVE,49.78861301,175.192714,7.41807,2.19E+05,32.57,1566.8,3892,0.542,15.591
CANDIDATE,18.1772927,145.8085,4.703,2.13E+02,1.5,7.9,6158,1.026,15.324
FALSE POSITIVE,1.38607973,131.5931,8.7,6.46E+01,0.6,2.8,5261,0.768,14.132
CANDIDATE,3.09872834,134.39281,1.89,2.48E+02,0.64,10.1,3628,0.41,15.87
FALSE POSITIVE,0.648868342,131.842892,2.82428,3.48E+04,72.32,477,6531,1.524,11.471
FALSE POSITIVE,5.088582739,134.055128,7.6066,4.49E+02,46.02,40.3,7514,1.955,13.18
FALSE POSITIVE,1.1611022,132.2174,2.48,,,,,,15.742
FALSE POSITIVE,0.792023257,131.92896,3.2604,1.77E+02,0.81,49.6,4447,0.625,14.498
FALSE POSITIVE,10.64374377,134.9422857,6.29783,4.37E+05,47.87,3167.9,5282,0.694,14.343
FALSE POSITIVE,1.7317958,132.8964,2.924,6.06E+01,1.19,10.5,5691,1.508,15.019
FALSE POSITIVE,8.65298599,136.67132,1.549,3.14E+02,1.36,12.4,5210,0.749,15.415
FALSE POSITIVE,1.19563447,131.5506,5.3934,8.25E+03,14.94,105.8,5583,1.413,14.327
FALSE POSITIVE,0.550537628,131.6623478,1.216,7.20E+01,1.93,4.9,8098,2.199,11.456
CANDIDATE,19.9310602,145.7465,8.48,9.79E+01,2.42,14.2,5500,2.491,13.37
FALSE POSITIVE,2.53470797,132.88117,20.143,3.28E+02,50.25,99.5,6440,2.254,13.92
FALSE POSITIVE,0.530799654,131.68727,3.487,3.19E+02,2.92,12.5,6534,1.622,12.328
FALSE POSITIVE,0.56818769,132.06643,2,,,,,,11.941
FALSE POSITIVE,1.0094779,131.6463,3.72,,,,,,13.965
FALSE POSITIVE,0.91057795,131.5209695,2.73,,,,,,11.965
FALSE POSITIVE,1.0429419,131.966,7.22,4.12E+02,2.49,40.9,5780,1,11.51
CANDIDATE,0.813998812,132.1244,0.675,1.83E+02,1.36,13.7,5705,0.989,15.567
FALSE POSITIVE,6.12650913,133.2391,15.43,2.43E+03,9.08,3.1,6881,1.534,12.625
FALSE POSITIVE,0.720589427,131.9829699,4.329,7.00E+01,1.95,1.7,8497,2.211,12.051
FALSE POSITIVE,0.573036404,120.5159138,1.3176,4.17E+03,9.97,419.6,5745,1.196,13.302
FALSE POSITIVE,0.643171495,131.8893076,2.31285,4.12E+04,54.03,641.4,5899,0.989,15.147
FALSE POSITIVE,14.08677696,140.287018,10.1279,1.07E+05,65.6,1856.9,7138,1.89,12.271
CANDIDATE,14.7639145,133.532,3.14,1.63E+02,0.93,7.7,5541,0.733,15.559
FALSE POSITIVE,1.872620976,132.727701,1.7626,1.53E+03,31.43,181.9,6031,1.004,14.337
CANDIDATE,1.118510435,131.60882,1.111,7.27E+01,0.75,9.9,5918,0.865,14.796
FALSE POSITIVE,17.52782681,144.5700534,5.78491,3.48E+05,49.36,2450.1,5079,0.732,12.534
FALSE POSITIVE,27.46721731,143.6727101,4.17961,7.18E+04,38.87,1986.1,5503,0.742,13.182
FALSE POSITIVE,40.879068,163.4056,6.562,4.99E+02,3.35,12.2,6072,0.923,15.823
FALSE POSITIVE,0.566802325,131.79626,1.842,2.88E+02,1.4,70.3,5233,0.824,14.905
CANDIDATE,2.64185268,131.9331,1.76,1.50E+02,3.56,7.9,5195,2.935,13.533
FALSE POSITIVE,0.634946497,132.074576,2.40541,4.27E+05,52.75,541.4,4446,0.737,14.791
FALSE POSITIVE,5.077746556,134.63539,3.1718,1.88E+04,54.93,616.9,6174,1.271,12.847
FALSE POSITIVE,2.00383703,132.8086,3.473,4.23E+01,0.67,10.5,6045,1.028,14.467
FALSE POSITIVE,5.321224925,135.125071,7.48973,9.89E+04,40.62,1203.4,5787,0.758,15.013
FALSE POSITIVE,2.340534383,132.74718,4.43017,2.41E+05,69.55,881.5,6300,1.136,14.39
FALSE POSITIVE,0.580724809,131.72956,1.82,6.42E+01,0.75,16.9,5989,0.933,14.569
FALSE POSITIVE,501.0764745,143.2445125,3.21,,,,,,14.795
FALSE POSITIVE,1.72933255,132.5413,3.631,2.97E+01,0.69,17.1,5921,1.211,13.07
FALSE POSITIVE,1.729338354,132.536976,6.8524,1.40E+05,139.36,379.7,5587,2.553,11.679
FALSE POSITIVE,0.567493852,131.9916219,1.35349,7.98E+03,65.47,1219.8,6370,1.548,13.205
CANDIDATE,2.54031121,133.77849,1.83,1.73E+02,1.2,10.1,5778,0.911,15.921
FALSE POSITIVE,2.105238039,132.675463,5.23595,9.47E+04,75.1,1071.9,5947,1.885,13.796
FALSE POSITIVE,7.226944171,136.163008,23.0124,6.82E+05,237.79,3076.6,6270,1.36,13.27
FALSE POSITIVE,31.9733117,133.867225,13.2105,7.51E+04,272.44,1554.1,7854,3.462,8.5
FALSE POSITIVE,1.64125844,131.9294,4.51,,,,,,14.97
CANDIDATE,1.371587993,131.80506,12.901,4.56E+02,4.91,43.3,7045,1.604,13.104
FALSE POSITIVE,20.84991961,137.5588347,13.7687,3.13E+05,2912.48,1614.7,7355,1.984,13.04
FALSE POSITIVE,15.12021253,139.6966549,3.50007,2.46E+04,33.11,928.2,5232,0.725,15.166
FALSE POSITIVE,3.481657589,134.1835162,4.75315,3.47E+05,78.24,7428.7,6225,1.291,13.396
FALSE POSITIVE,0.739769962,131.9671179,1.95901,2.07E+04,82.29,726.2,6465,1.847,11.634
FALSE POSITIVE,6.570421193,134.01948,4.4698,6.01E+04,33.99,712.6,5812,0.908,15.299
FALSE POSITIVE,0.541405029,131.933523,2.7481,3.28E+05,125.64,541.2,5096,1.782,14.771
FALSE POSITIVE,2.17814186,132.02946,1.988,1.28E+02,0.92,11.2,5101,0.84,15.458
FALSE POSITIVE,10.54884842,140.3874343,1.17,,,,,,14.184
CANDIDATE,5.89773974,133.42423,2.243,7.79E+01,1,8.1,6300,1.126,14.742
FALSE POSITIVE,0.609662423,131.946514,4.24033,1.41E+05,110.14,3250.1,7498,2.274,12.216
CANDIDATE,1.74145041,132.0107,1.712,3.71E+02,1.46,10.9,5238,0.764,16.269
FALSE POSITIVE,0.953299962,131.699309,1.69478,2.24E+03,35.67,298,6183,1.02,14.538
CANDIDATE,20.2944118,148.08554,0.357,4.54E+02,774.73,5.6,5865,0.918,15.919
FALSE POSITIVE,2.745640575,131.707795,3.04508,4.53E+04,47.22,918,5780,1,15.945
CANDIDATE,17.9908273,141.92539,1.436,6.60E+02,1.88,10.9,4918,0.752,15.864
FALSE POSITIVE,12.18072127,139.3460044,4.15602,4.15E+05,63.25,1809.8,5750,0.882,15.386
FALSE POSITIVE,50.4670244,132.009484,8.96181,1.03E+05,52.88,1435.1,6137,1.012,14.884
CANDIDATE,198.11309,175.3243,15.59,5.33E+01,1.09,8.3,6163,1.486,11.909
FALSE POSITIVE,0.84986054,132.0547,1.3875,6.57E+03,67.45,100.1,5164,1.676,14.319
FALSE POSITIVE,0.933728196,131.5336,3.441,6.77E+01,0.85,13.3,6170,1.032,15.317
FALSE POSITIVE,2.03742712,131.5592,3.939,3.60E+01,0.9,11.4,6356,1.358,13.929
FALSE POSITIVE,5.274819905,136.708908,4.6688,1.09E+05,100.89,902.5,7247,1.834,12.465
FALSE POSITIVE,0.527678272,131.8133693,2.33166,2.48E+05,75.31,706.1,5321,1.475,10.834
FALSE POSITIVE,3.55027051,133.7711,1.879,2.13E+02,1.15,7.6,5497,0.8,15.81
CANDIDATE,5.70509519,136.20183,1.58,2.84E+02,1.58,9.2,5455,0.927,15.597
FALSE POSITIVE,65.4317194,144.171343,12.2384,1.53E+05,59.22,1146.6,6201,1.04,15.54
FALSE POSITIVE,1.718649321,132.21092,3.94095,1.91E+05,39.08,833.4,6071,0.865,13.51
FALSE POSITIVE,7.2949175,136.0798,41.04,1.83E+02,11.67,18.9,5289,0.731,15.848
FALSE POSITIVE,7.2935801,136.2546,40.02,1.25E+02,17.41,26.6,5900,0.951,14.973
FALSE POSITIVE,42.9261364,138.5107,2.578,3.78E+02,1.84,8.6,5628,0.953,15.395
FALSE POSITIVE,1.89129338,132.6698,5.677,3.38E+01,0.42,15.1,4986,0.733,13.558
FALSE POSITIVE,1.89124453,132.6958,5.08,3.10E+01,1.19,19.4,5850,1.977,12.76
FALSE POSITIVE,1.89134201,132.6744,4.674,1.29E+02,0.92,8.9,5658,0.815,15.799
FALSE POSITIVE,87.87826191,194.105106,12.8138,3.39E+05,110.85,1974.6,5784,1.642,12.744
FALSE POSITIVE,15.92663277,145.5519669,7.42888,2.72E+05,57.95,2278.9,5496,0.917,14.88
FALSE POSITIVE,0.958116585,132.052919,2.3496,2.37E+03,49.16,296,6032,1.365,12.735
FALSE POSITIVE,39.8415229,168.1412318,8.79024,1.44E+05,116.52,4421.6,6078,2.07,12.003
FALSE POSITIVE,1.891268461,132.6833032,8.24958,6.42E+05,399.93,4211.8,11287,4.662,10.672
FALSE POSITIVE,1.89114441,132.7545,8.724,4.99E+01,6.57,16.7,4267,0.627,13.814
FALSE POSITIVE,61.25964956,140.698649,12.1777,2.33E+05,54.72,880.3,5912,0.889,15.518
FALSE POSITIVE,0.872359598,132.0311474,3.74512,2.67E+05,67.08,1063.2,6240,1.048,14.742
FALSE POSITIVE,374.318792,431.5127,5.96,1.54E+06,243.21,10.3,5997,0.815,15.369
FALSE POSITIVE,5.627911313,133.1491782,7.08223,4.34E+05,81.61,2890.7,6280,1.115,13.858
FALSE POSITIVE,0.62927655,132.015321,0.9698,8.40E+02,4.64,30.9,5628,0.976,14.027
FALSE POSITIVE,1.22578134,131.6062,2.235,9.94E+04,53.32,86.8,5780,1,17.431
FALSE POSITIVE,0.751408792,131.948266,2.2974,1.75E+04,41.48,267.3,5697,0.903,15.596
FALSE POSITIVE,0.866344816,132.06358,1.9188,2.34E+02,6.85,46.5,4936,4.527,12.945
FALSE POSITIVE,2.24294107,133.47862,2.532,3.94E+01,0.75,12.1,6082,1.184,13.182
FALSE POSITIVE,0.950487062,131.73468,2.9283,1.15E+01,1.35,15.4,8107,3.385,11.633
FALSE POSITIVE,5.579631021,133.5534687,3.38646,1.18E+05,90.32,1268.7,6188,1.022,15.473
FALSE POSITIVE,21.37831102,157.804933,21.7174,8.06E+04,97.23,852.2,4905,3.484,13.998
CANDIDATE,129.847318,240.6812,13.057,1.98E+02,1.45,11.1,6133,1.032,14.52
FALSE POSITIVE,0.541396363,131.5974,2.384,1.81E+02,2.04,20.4,7118,1.489,12.509
FALSE POSITIVE,0.550509602,131.86731,1.1836,1.24E+02,5.02,24,4891,4.529,13.355
FALSE POSITIVE,2.404293523,132.755943,4.4649,8.15E+03,888.7,471.2,4697,17.032,13.094
CANDIDATE,0.8867443,131.899639,3.16,,,,,,11.27
FALSE POSITIVE,25.83683127,137.3641956,6.32201,1.45E+05,50.72,3016.9,5691,0.897,13.347
FALSE POSITIVE,0.94895231,131.85772,3.952,5.77E+01,2.51,18.1,6661,3.067,12.669
FALSE POSITIVE,11.70220393,139.4312652,2.75173,2.90E+04,57.95,2184.7,6148,2.133,13.393
CANDIDATE,2.28494301,132.92343,1.01,1.62E+02,1,10.6,5396,0.789,15.181
FALSE POSITIVE,3.722775537,136.515472,14.3309,1.08E+05,90.36,864.9,5425,2.592,12.746
FALSE POSITIVE,1.245342215,132.220019,4.40308,2.34E+05,90.34,1178.5,6967,1.476,12.142
FALSE POSITIVE,0.604755462,131.84831,1.3741,3.35E+02,1.29,40.3,4842,0.726,15.553
CANDIDATE,439.21978,523.3139,9.392,3.42E+02,1.81,10.3,6553,0.962,13.993
FALSE POSITIVE,8.144135648,136.5054788,8.88876,8.79E+04,56.52,6113.7,7605,1.862,13.96
FALSE POSITIVE,0.566795196,131.80925,2.18,1.48E+01,0.35,13.1,5680,0.908,12.818
FALSE POSITIVE,0.566798827,131.81946,3.662,3.49E+01,0.52,21.9,5548,0.889,13.656
FALSE POSITIVE,0.56678012,131.8499,3.257,2.76E+01,0.49,13.5,5674,0.911,14.311
FALSE POSITIVE,0.566800113,131.81731,3.315,1.04E+02,0.58,18.1,3844,0.526,15.765
FALSE POSITIVE,0.56679293,131.83103,3.814,1.01E+02,0.86,22.1,5812,0.853,15.787
FALSE POSITIVE,0.566809491,131.79695,3.156,6.95E+01,0.55,21,4987,0.654,14.873
FALSE POSITIVE,0.566799218,131.81553,4.227,1.82E+01,0.79,19.2,6108,1.753,11.983
FALSE POSITIVE,0.566797404,131.83652,4.109,6.94E+01,0.64,18.8,5313,0.784,15.354
CANDIDATE,22.2548897,142.2563,13.454,8.38E+01,2.16,11.8,5349,2.388,14.156
FALSE POSITIVE,4.719336335,133.514832,2.83787,1.24E+04,91.91,632.4,6792,2.058,12.672
FALSE POSITIVE,1.258274109,132.7042523,1.92467,1.42E+04,25.98,669.1,4937,0.587,15.179
FALSE POSITIVE,8.966610607,138.5745618,4.01883,5.96E+04,56.94,2049.1,6480,1.132,13.478
FALSE POSITIVE,15.32763411,134.92291,6.0662,1.77E+04,291.01,117,4830,6.784,12.672
FALSE POSITIVE,2.10413487,132.63638,4.2269,3.21E+05,67.03,86.4,5780,1,19.485
FALSE POSITIVE,6.767341062,135.2655184,4.49213,2.45E+05,52.84,3356.8,5926,0.843,14.143
FALSE POSITIVE,1.92730001,132.36067,18.812,6.18E+03,45.99,351.1,6057,1.11,13.943
FALSE POSITIVE,48.79936881,160.196299,8.80873,3.25E+05,67.36,1151.6,6170,0.992,15.05
CANDIDATE,1.01485981,131.6159,1.65,2.43E+02,1.61,8.4,6158,1.024,15.572
FALSE POSITIVE,5.882036054,131.7687637,5.16326,2.39E+05,119.09,2168.4,5837,1.187,13.781
FALSE POSITIVE,4.059428737,133.1885651,5.26926,2.45E+05,67.38,5461,6610,1.33,13.374
CANDIDATE,15.3902613,140.8602,3.431,7.68E+01,4.39,9.4,5649,4.994,13.808
CANDIDATE,279.036565,246.6289,31.92,3.95E+02,30.25,31.7,6072,1.273,13.054
CANDIDATE,26.8552365,146.688,2.185,1.94E+02,1.49,6.7,6045,0.955,14.958
FALSE POSITIVE,19.35954117,134.25201,12.8464,3.87E+05,101.44,3590.2,6198,1.567,14.257
CANDIDATE,16.2347636,139.9705,4.2,1.16E+02,1.28,10.7,6478,1.188,14.299
FALSE POSITIVE,1.287097944,132.37957,1.94,1.06E+02,0.89,12.3,5906,0.852,15.506
FALSE POSITIVE,3.5565617,133.522,6.691,6.80E+01,0.52,10,4964,0.633,15.191
FALSE POSITIVE,3.55646511,133.5549,4.72,4.61E+01,0.56,7.8,5475,0.818,14.609
FALSE POSITIVE,3.661895766,132.5316735,35.6374,3.55E+04,374.78,291.7,6793,1.589,13.658
CANDIDATE,2.3518268,134.352,5.797,5.77E+02,39.82,24.5,5445,1.426,14.106
FALSE POSITIVE,2.35195525,131.9168815,5.98883,2.13E+05,59.62,1819.1,6550,1.225,12.23
FALSE POSITIVE,1.882438182,132.7396834,3.50695,3.44E+05,74.77,2051.3,6322,1.213,13.68
CANDIDATE,3.57944367,133.46198,1.869,1.17E+02,0.87,8.5,5341,0.801,15.56
CANDIDATE,8.2553499,135.17,3.959,5.45E+01,3.28,10,5403,3.6,13.816
FALSE POSITIVE,5.682410334,133.6376552,5.33373,2.20E+05,72.9,2041.6,5897,1.196,14.3
FALSE POSITIVE,2.199069234,133.0633498,6.30646,2.25E+05,118.99,5915.4,6613,1.925,13.245
FALSE POSITIVE,1.481655821,132.699429,3.4913,5.91E+04,59.19,554.4,6478,1.174,13.873
FALSE POSITIVE,0.93370968,131.5714,3.356,6.22E+01,0.38,9.2,3615,0.42,15.431
